Position,Name-Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Dominik Fragala / Niagara,28,0,6.8,0.9,2.4,0.388,0.4,0.8,0.524,0.5,1.6,0.326,0.5,0.7,0.75,0.2,0.3,0.5,0.3,0.1,0,0.1,0.5,2.9
1,Greg Kuakumensah / Niagara,30,2,8.6,0.6,1.4,0.405,0.4,0.8,0.44,0.2,0.6,0.353,0.5,0.6,0.882,0.3,1.6,1.9,0.1,0.3,0.2,0.5,1.3,1.8
1,Kierell Green / Niagara,17,1,6.7,0.9,1.9,0.455,0.8,1.4,0.583,0.1,0.5,0.111,0.1,0.2,0.5,0.4,1.2,1.6,0.2,0.2,0.1,0.4,1.3,1.9
0,Davauhnte Turner / Saint Peters,32,32,35.9,5.7,13.9,0.411,3.5,7.6,0.461,2.2,6.3,0.351,3.1,3.9,0.794,1,2.3,3.3,2.4,1,0.3,2.5,1.7,16.8
1,Samuel Idowu / Saint Peters,32,32,24.7,4.4,8.2,0.532,3.8,6.7,0.575,0.5,1.5,0.347,1.6,2.1,0.773,1.7,3.9,5.6,0.4,0.4,1.8,1.8,2.9,10.9
0,Quinn Taylor / Saint Peters,32,31,31.3,2.7,6.2,0.439,2.4,4.8,0.507,0.3,1.4,0.217,2.1,2.8,0.733,1.8,3.8,5.6,1.3,0.8,0.2,1.4,2.9,7.8
0,KC Ndefo / Saint Peters,31,19,27.3,2.8,6.4,0.437,2.6,5.5,0.471,0.2,0.9,0.222,2.1,3.2,0.657,1.3,3.7,5,0.9,0.9,1.8,2.1,3.1,7.8
0,Dallas Watson / Saint Peters,31,17,30.1,2.3,6.6,0.346,1.1,3.2,0.357,1.2,3.5,0.336,1.3,2,0.661,0.2,2,2.3,2.9,0.4,0.1,3.2,1.5,7.1
0,Manny Dixon / Saint Peters,26,12,26,2,4.6,0.425,1.3,2.6,0.493,0.7,2,0.34,1.2,1.3,0.886,0.8,1.7,2.5,0.5,0.8,0.2,1,2.6,5.8
1,Derrick Woods / Saint Peters,22,0,12.4,1.6,2.9,0.563,1.6,2.6,0.603,0,0.3,0.167,1.4,2,0.689,0.7,2.1,2.8,0.1,0.2,0.5,1.4,2.7,4.7
0,Cameron Jones / Saint Peters,8,7,30.1,3,7.3,0.414,1.1,3.1,0.36,1.9,4.1,0.455,1.3,1.5,0.833,0.6,3.4,4,2.1,1.3,0.1,2,2.1,9.1
0,Klay Brown / Saint Peters,25,7,14,0.7,2.4,0.305,0.4,0.9,0.409,0.4,1.5,0.243,0.4,0.7,0.556,0.4,1.6,2,0.6,0.8,0.4,1,1.7,2.2
1,Majur Majak / Saint Peters,22,0,6.2,0.4,0.6,0.571,0.4,0.6,0.571,0,0,0,0.2,0.3,0.667,0.3,0.9,1.2,0,0.1,0.6,0.5,1.3,0.9
0,Cameron Underwood / Saint Peters,18,2,2.4,0.1,0.1,0.5,0.1,0.1,0.5,0,0,0,0.1,0.2,0.5,0.1,0.2,0.3,0.1,0,0.1,0.1,0.4,0.2
0,Amir Hicks / Saint Peters,16,1,3.4,0.1,0.4,0.143,0,0.1,0,0.1,0.3,0.2,0,0,0,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.3,0.2
0,Mikko Johnson / Saint Peters,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Landon Taliaferro / Fairfield,30,28,28.8,4.1,10.4,0.399,1.1,3.3,0.347,3,7.1,0.423,1,1.4,0.738,0.3,1.7,2,1,0.7,0.1,1,1.7,12.3
0,Neftali Alvarez / Fairfield,30,30,32,4.5,10.9,0.414,3.5,7.2,0.488,1,3.7,0.27,1.5,2.4,0.616,0.6,3.1,3.7,3.3,1.4,0.1,3.1,2,11.5
1,Jonathan Kasibabu / Fairfield,31,30,25.9,4,7.2,0.554,3.7,6.2,0.599,0.3,1,0.267,2.4,3.4,0.705,2.8,4.6,7.4,1.4,1,0.8,2.5,3.7,10.6
0,Jesus Cruz / Fairfield,31,24,25.7,3.7,8.1,0.454,3.2,6.3,0.505,0.5,1.8,0.273,1.5,2,0.787,1.4,2.8,4.2,1.4,0.8,0.2,1.6,2.2,9.4
1,Wassef Methnani / Fairfield,29,3,14.1,2.1,5,0.418,1.4,3.1,0.461,0.7,2,0.351,0.6,0.7,0.8,0.4,2.4,2.8,0.6,0.4,0.6,1.4,2.7,5.4
0,Taj Benning / Fairfield,28,19,22.9,1.7,4.5,0.37,1.1,2.8,0.405,0.5,1.7,0.313,0.8,1,0.759,0.5,2,2.5,1.7,0.6,0.1,1.3,1.9,4.7
1,Matija Milin / Fairfield,26,7,13.7,1.8,3.3,0.553,1.4,2.3,0.607,0.4,0.9,0.417,0.9,1.4,0.649,1.2,1.8,3,0.6,0.2,0.1,0.7,1.5,4.9
0,Felix Lemetti / Fairfield,25,13,19.2,1.7,4.8,0.358,0.3,0.9,0.318,1.4,3.9,0.367,0.2,0.4,0.5,0.2,0.9,1.1,0.8,0.4,0,0.6,2,5.1
0,Aidas Kavaliauskas / Fairfield,28,0,15.6,1,2.3,0.431,0.6,1.2,0.545,0.4,1.1,0.313,0.8,1,0.724,0.1,1.3,1.4,2.6,1.1,0,1.5,1.7,3.1
0,Calvin Whipple / Fairfield,24,0,13.9,1.2,3,0.384,0.3,0.5,0.583,0.9,2.5,0.344,0.1,0.1,1,0.4,1.3,1.7,0.4,0.2,0.1,0.3,1.3,3.3
1,Omar El-Sheikh / Fairfield,10,0,7.2,1,2,0.5,0.6,1.4,0.429,0.4,0.6,0.667,0.2,0.8,0.25,0.1,1.4,1.5,0.4,0.2,0.2,1.1,0.9,2.6
1,Kevin Senghore-Peterson / Fairfield,8,0,3.9,0.1,0.5,0.25,0.1,0.4,0.333,0,0.1,0,0.1,0.5,0.25,0.1,0.4,0.5,0,0,0,0.3,1,0.4
0,Thomas Nolan / Fairfield,7,1,2.3,0,0.7,0,0,0.1,0,0,0.6,0,0,0,0,0,0,0,0,0.4,0,0.3,0.7,0
0,C.J. Massinburg / Buffalo,35,34,32.1,5.7,12.3,0.464,3,5.6,0.541,2.7,6.7,0.399,4.1,5.3,0.78,2.2,4.3,6.5,3,1.2,0.3,1.3,1.7,18.2
1,Nick Perkins / Buffalo,36,1,26.2,5.1,10.9,0.468,3.8,7.4,0.511,1.3,3.5,0.376,3.2,4.7,0.671,2,5.4,7.4,0.7,0.5,0.8,1.8,2.3,14.7
0,Jeremy Harris / Buffalo,36,36,31.2,5.4,12.9,0.418,3.7,6.5,0.564,1.7,6.4,0.27,1.5,2.1,0.724,1.3,4.9,6.2,3,1.1,0.7,1.6,1.5,14
0,Jayvon Graves / Buffalo,36,35,24.9,3.5,7.7,0.457,2,3.6,0.554,1.5,4.1,0.372,1.1,1.8,0.625,1.6,2.6,4.2,1.9,0.8,0.8,0.9,1.7,9.7
0,Dontay Caruthers / Buffalo,36,3,22.2,2.8,5,0.558,2.4,3.9,0.61,0.4,1.1,0.375,2.6,3.3,0.767,0.8,2.6,3.4,2.8,1.4,0.1,1.8,3.4,8.6
0,Davonta Jordan / Buffalo,36,35,26.6,3.1,6.4,0.481,2.3,3.9,0.574,0.8,2.5,0.333,0.4,1.3,0.292,0.7,2.5,3.2,3.6,1.5,0.4,2.4,2.7,7.4
1,Montell McRae / Buffalo,36,36,16.1,2,3.7,0.545,1.3,1.6,0.793,0.8,2.1,0.355,0.8,1.2,0.682,1.1,2.3,3.4,0.5,0.3,0.3,0.6,2.3,5.6
1,Jeenathan Williams / Buffalo,36,0,9.1,1.2,3.4,0.358,1.1,2.1,0.513,0.1,1.3,0.106,0.6,1,0.611,0.8,0.9,1.7,0.2,0.2,0.2,0.4,1.1,3.2
0,Ronaldo Segu / Buffalo,36,0,8.8,0.8,2,0.397,0.5,1.3,0.422,0.3,0.8,0.357,0.2,0.3,0.727,0.2,0.6,0.9,1,0.2,0.1,0.8,0.8,2.1
1,Tra'Von Fagan / Buffalo,22,0,3.8,0.6,1.1,0.542,0.6,0.9,0.684,0,0.2,0,0.1,0.2,0.5,0.5,0.7,1.2,0.2,0.2,0.1,0.1,0.6,1.3
1,Brock Bertram / Buffalo,20,0,3.2,0.4,0.7,0.615,0.4,0.7,0.615,0,0,0,0.3,0.4,0.625,0.4,0.3,0.7,0.1,0,0.2,0.4,0.7,1.1
1,Dominic Johnson / Buffalo,4,0,2.8,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0.5,0.8,1.3,0,0.3,0.3,0,0.8,0
0,Justin Turner / Bowling Green State,34,34,32.2,6.7,14.4,0.468,4.9,9.6,0.517,1.8,4.8,0.372,2.9,4.1,0.709,0.8,2.9,3.7,3.1,1.4,0.2,1.9,1.7,18.2
0,Dylan Frye / Bowling Green State,34,33,29.7,4.6,11.1,0.412,2.1,4.3,0.493,2.4,6.8,0.361,1.3,1.9,0.683,0.2,2.1,2.4,2.4,1.1,0.1,2,2.5,12.8
1,Demajeo Wiggins / Bowling Green State,34,34,28,4.1,7.8,0.519,4.1,7.8,0.519,0,0,0,4.4,6.6,0.664,2.8,7.9,10.6,0.9,0.4,0.5,2.4,2.3,12.5
0,Antwon Lillard / Bowling Green State,34,9,21.6,2.7,6.4,0.422,1.5,3.2,0.459,1.2,3.2,0.385,2.1,3,0.703,1.1,2.8,3.9,1.3,0.9,0.3,1.5,2.2,8.7
0,Daeqwon Plowden / Bowling Green State,34,25,21.6,2.7,5.8,0.462,2,4.1,0.496,0.6,1.7,0.379,0.9,1.6,0.545,1.9,2.9,4.8,0.4,0.6,0.9,0.9,2.6,6.9
0,Michael Laster / Bowling Green State,33,0,18.9,2.4,6.2,0.385,1.9,4.9,0.398,0.5,1.3,0.341,1.6,2.3,0.697,0.6,2.7,3.4,2.7,1.1,0.1,1.6,1.4,6.8
0,Caleb Fields / Bowling Green State,33,25,17.3,1.5,4.2,0.36,0.7,1.5,0.431,0.8,2.7,0.318,0.3,0.5,0.611,0.5,1.2,1.6,0.8,0.5,0.1,0.4,1.2,4.2
1,Jeffrey Uju / Bowling Green State,34,9,13.6,1.2,2.3,0.545,1.2,2,0.58,0.1,0.2,0.25,0.5,0.8,0.571,0.9,1.9,2.8,0.3,0.3,0.1,0.4,1.3,3
1,Marlon Sierra / Bowling Green State,33,0,11.6,1.1,2.5,0.446,0.8,1.6,0.519,0.3,0.9,0.31,0.5,0.7,0.783,0.8,1.7,2.5,0.6,0.4,0.2,0.5,1.2,3.1
1,Matiss Kulackovskis / Bowling Green State,17,0,7.7,1.2,3.1,0.404,0.7,1.6,0.429,0.5,1.4,0.375,0.1,0.2,0.25,0.9,1.2,2.1,0.1,0,0.1,0.4,0.9,3.1
1,Tayler Mattos / Bowling Green State,18,0,3.7,0.3,0.7,0.417,0.3,0.6,0.5,0,0.1,0,0.3,0.4,0.625,0.4,0.8,1.2,0.1,0,0.1,0.2,1.1,0.8
0,De Andre' Austin / Bowling Green State,12,1,2.9,0.2,0.5,0.333,0.2,0.5,0.333,0,0,0,0.5,0.6,0.857,0.1,0.1,0.2,0.3,0.3,0,0.3,0.3,0.8
1,Joniya Gadson / Bowling Green State,9,0,2.6,0.3,0.7,0.5,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.3,0.7,1,0,0.1,0,0,0.6,1
0,Ethan Good / Bowling Green State,9,0,2.2,0.1,0.7,0.167,0,0.1,0,0.1,0.6,0.2,0.1,0.2,0.5,0.1,0.2,0.3,0.1,0,0,0,0.1,0.4
0,Austin Gardner / Bowling Green State,1,0,6,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0
0,Jaylin Walker / Kent State,27,18,36,6.7,17.3,0.387,3.3,8.3,0.391,3.4,9,0.383,4.7,5.9,0.804,1.7,4,5.7,2.1,1.3,0.1,2.7,1.3,21.6
0,Antonio Williams / Kent State,33,30,31.8,4.2,8.8,0.479,3.7,7.4,0.498,0.5,1.4,0.378,2.5,3.5,0.73,1.1,2.9,4,2.6,1.8,1,1.5,3,11.5
1,Philip Whittington / Kent State,33,31,23.8,4.7,8,0.589,4.7,8,0.589,0,0,0,1.7,2.9,0.579,3,5.2,8.1,0.5,0.2,1.2,1.5,3.1,11.1
0,Jalen Avery / Kent State,30,30,35.2,3.4,9.7,0.346,1,2.7,0.366,2.4,7,0.338,2.4,3,0.798,0.3,2,2.2,3.4,0.5,0,0.7,1,11.5
0,C.J. Williamson / Kent State,33,29,20.8,2,5.8,0.342,1.1,2.9,0.375,0.9,2.9,0.309,1.3,1.6,0.815,1.1,2.5,3.6,1.5,0.8,0.1,1.6,2.5,6.2
0,Anthony Roberts / Kent State,31,3,17.6,2.3,5.5,0.426,1.7,3.2,0.525,0.6,2.3,0.286,0.6,0.8,0.72,0.4,1.2,1.6,1.3,0.8,0,1.2,2.2,5.9
1,Akiean Frederick / Kent State,31,4,18.8,2.3,4.2,0.558,2.2,3.6,0.616,0.1,0.5,0.176,0.9,1.1,0.771,1.9,2,3.9,0.7,0.6,0.5,0.7,2.5,5.6
0,Mitch Peterson / Kent State,32,17,18,1.4,3.5,0.398,0.8,1.9,0.4,0.7,1.7,0.396,0.4,0.5,0.706,1.1,1.8,2.9,1.2,0.6,0.2,1,1.3,3.8
1,B.J. Duling / Kent State,27,2,9.5,1.1,2.3,0.484,1,1.8,0.571,0.1,0.5,0.154,0.6,1.4,0.41,0.6,1.2,1.8,0.5,0.6,0.4,0.4,1.8,2.9
0,Kain Harris / Kent State,8,1,9.4,1.1,3.9,0.29,0.6,1.4,0.455,0.5,2.5,0.2,0.6,0.9,0.714,0.8,0.8,1.5,0.8,0.3,0.3,0.4,0.9,3.4
0,DeAndre Gholston / Kent State,15,0,4.1,0.5,1.1,0.412,0.5,0.9,0.538,0,0.3,0,0.3,0.5,0.714,0.5,0.3,0.8,0.1,0.3,0.1,0.5,0.7,1.3
0,Sam Norton / Kent State,3,0,2.3,0,1,0,0,0,0,0,1,0,0,0,0,0.3,0.3,0.7,0,0,0,0.3,0,0
0,Daniel Utomi / Akron,33,32,33.5,4.9,12.2,0.403,2.1,4.6,0.451,2.8,7.5,0.373,1.6,2.3,0.675,1.1,4.3,5.5,1.3,0.6,0.4,1.8,2.5,14.2
0,Loren Jackson / Akron,33,33,31.6,4.2,12,0.345,2.2,5.4,0.401,2,6.7,0.3,3.6,4.5,0.805,0.8,2,2.8,3.1,0.9,0.2,1.8,2,13.9
0,Jimond Ivey / Akron,33,32,32.6,4.2,9.3,0.458,3.1,4.6,0.66,1.2,4.6,0.255,2.2,2.8,0.783,1.5,4.6,6.1,3.3,1.2,0.3,1.9,1.9,11.8
0,Tyler Cheese / Akron,33,24,28.2,4.4,10.4,0.421,3.5,7.4,0.473,0.9,3,0.293,1.5,2.2,0.694,0.9,4,4.9,2.5,1.1,0.1,2.1,1.9,11.1
0,Channel Banks / Akron,32,11,21.2,2.3,5.8,0.405,1.1,2,0.523,1.3,3.8,0.342,0.5,0.9,0.586,0.4,2,2.4,0.8,1,0.1,0.9,2,6.5
1,Deng Riak / Akron,30,27,23.9,1.9,4.5,0.433,1.7,3.7,0.455,0.2,0.7,0.318,1.1,1.7,0.615,1.7,4,5.7,0.5,0.3,1,1.6,2.9,5.2
0,Jeremy Roscoe / Akron,31,0,11.1,1,2.9,0.348,0.3,0.8,0.385,0.7,2,0.333,0.4,0.4,0.917,0.3,1.7,2,0.5,0.3,0.1,0.5,1,3
1,Emmanuel Olojakpoke / Akron,31,1,10.4,0.7,1.3,0.59,0.7,1.3,0.59,0,0,0,0.2,0.5,0.294,0.7,1,1.7,0,0.3,0.8,0.6,1.9,1.6
1,Jaden Sayles / Akron,21,5,12.4,0.9,1.7,0.514,0.9,1.7,0.514,0,0,0,0.6,1,0.545,0.9,1.7,2.6,0,0,0.5,0.5,1.4,2.3
1,Mark Kostelac / Akron,7,0,5.6,0.7,1.1,0.625,0.7,1.1,0.625,0,0,0,0.4,0.6,0.75,0.6,0.7,1.3,0.1,0.1,0.3,0.3,1.3,1.9
0,Scott Walter / Akron,14,0,4.6,0.1,0.4,0.4,0.1,0.4,0.4,0,0,0,0.2,0.4,0.5,0.1,0.6,0.8,0.1,0,0,0.4,0.6,0.5
0,LePear Toles / Akron,5,0,5.4,0.2,0.4,0.5,0.2,0.4,0.5,0,0,0,0.4,1,0.4,0,0.8,0.8,0.4,0.4,0.2,0.6,0.6,0.8
0,Jake Fischer / Akron,6,0,0.8,0.2,0.5,0.333,0,0,0,0.2,0.5,0.333,0,0,0,0,0,0,0,0,0,0.2,0,0.5
0,Marquelle McIntyre / Akron,8,0,1.3,0,0.1,0,0,0.1,0,0,0,0,0.1,0.3,0.5,0,0.1,0.1,0.1,0.1,0,0,0,0.1
0,Nike Sibande / Miami Oh,32,31,30,5.2,13.1,0.394,2.8,5.9,0.473,2.4,7.2,0.329,3.4,4.9,0.696,0.9,4.2,5.1,1.2,0.8,0.4,2,1.9,16.1
1,Dalonte Brown / Miami Oh,32,31,25.6,3.9,9.2,0.422,2.3,4.3,0.529,1.6,4.9,0.329,2.1,2.8,0.764,1.4,3.6,5,0.5,0.6,0.3,1.4,2,11.5
1,Bam Bowman / Miami Oh,31,30,25.3,3.4,7.3,0.463,2.4,4.7,0.514,1,2.6,0.37,2,2.8,0.701,2,3.4,5.4,0.6,0.4,0.4,1.1,2.9,9.7
0,Jalen Adaway / Miami Oh,31,17,25,3,5.9,0.505,2.5,4.5,0.554,0.5,1.4,0.349,1.1,1.7,0.642,0.9,4.1,5,0.7,0.3,0.2,0.6,1.5,7.5
0,Darrian Ringo / Miami Oh,32,24,25.6,2.2,5.5,0.394,1.6,3.2,0.51,0.5,2.3,0.233,2.3,3,0.768,0.6,2.3,2.9,4.7,2.1,0.2,2.6,2.5,7.1
0,Mekhi Lairy / Miami Oh,32,8,17.1,2.2,5.3,0.42,1.5,3,0.49,0.8,2.3,0.329,1.1,1.2,0.872,0.6,1,1.6,1.3,0.5,0,1.1,1.6,6.3
0,Abdoulaye Harouna / Miami Oh,32,16,14.7,1.7,4.2,0.4,1,2.1,0.463,0.7,2.1,0.338,0.9,1.1,0.833,0.4,1.6,2,0.8,0.3,0.1,1.5,2.2,5
0,Milos Jovic / Miami Oh,27,0,11.3,1,1.9,0.5,0.6,1.1,0.517,0.4,0.9,0.478,0.3,0.7,0.474,0.2,0.9,1.1,0.3,0.2,0.1,1,1.1,2.7
1,Elijah McNamara / Miami Oh,29,1,9.5,0.7,2.4,0.29,0.4,1.1,0.419,0.2,1.3,0.184,0.2,0.3,0.5,0.3,0.8,1.1,0.3,0.1,0.3,0.4,0.5,1.8
1,Precious Ayah / Miami Oh,26,0,9.6,0.7,1.4,0.514,0.7,1.2,0.531,0.1,0.2,0.4,0.2,0.5,0.429,0.8,1.7,2.4,0.1,0.4,0.3,0.3,1.2,1.8
1,Aleks Abrams / Miami Oh,31,2,9.4,0.5,1.3,0.425,0.5,1.3,0.425,0,0,0,0.3,0.5,0.471,1.7,1.6,3.3,0.2,0.2,0.6,0.7,1.3,1.4
0,Isaiah Coleman-Lands / Miami Oh,5,0,19.4,2,6,0.333,0,0.6,0,2,5.4,0.37,0.8,1,0.8,0.2,1,1.2,1,1.2,0,0.4,0.6,6.8
1,Michael Ritchie / Miami Oh,9,0,1.8,0.3,1.2,0.273,0.1,0.3,0.333,0.2,0.9,0.25,0.2,0.3,0.667,0.4,0.6,1,0,0.2,0,0.1,0,1.1
0,Benjamin Litteken / Miami Oh,9,0,1.8,0.2,0.8,0.286,0.2,0.3,0.667,0,0.4,0,0,0.1,0,0.1,0,0.1,0.1,0,0,0.1,0.1,0.4
1,Jason Carter / Ohio,31,31,31,5.8,12.1,0.481,5.1,9.9,0.511,0.7,2.2,0.343,4.1,5.7,0.718,2.1,4.6,6.7,2,0.6,0.7,1.8,2.5,16.5
0,Teyvion Kirk / Ohio,31,30,30.5,5.6,13.4,0.419,5.3,11.9,0.446,0.3,1.5,0.213,2.5,4.8,0.527,1.5,4,5.5,2.5,1.3,0.2,4.4,2.7,14.1
1,Doug Taylor / Ohio,31,31,25.1,3.4,5.5,0.621,3.4,5.3,0.63,0,0.1,0.25,1.8,3.2,0.571,2.6,4.1,6.8,0.5,0.8,1.8,1.5,3.2,8.6
1,Ben Vander Plas / Ohio,31,2,23.2,3,7.5,0.407,1.4,2.2,0.638,1.6,5.2,0.309,0.9,1.3,0.707,1.3,3.9,5.2,1.5,0.9,0.5,1.1,1.8,8.6
1,Gavin Block / Ohio,31,15,23.4,2,5.4,0.371,0.5,1.2,0.432,1.5,4.2,0.354,0.8,1.3,0.585,0.4,1.6,2.1,2.2,0.8,0.2,1.3,1.6,6.3
0,Jason Preston / Ohio,30,21,29.5,2.4,5.5,0.434,2.1,3.9,0.525,0.3,1.6,0.208,0.9,1.1,0.765,0.7,2.9,3.6,3.4,0.8,0.1,1.2,1,6
0,Antonio Cowart Jr / Ohio,31,24,26.2,2.1,5.6,0.37,1.1,2.2,0.493,1,3.4,0.288,0.5,0.7,0.682,0.6,2.7,3.4,1.6,0.8,0.1,1.9,2,5.6
0,Connor Murrell / Ohio,25,0,9.4,1.2,3.2,0.363,0.8,1.9,0.447,0.3,1.3,0.242,0.5,0.8,0.571,0.2,0.8,1,0.5,0.2,0.1,0.6,0.9,3.1
0,James Gollon / Ohio,6,0,12,1.7,3.3,0.5,0.7,1.2,0.571,1,2.2,0.462,1.5,1.8,0.818,0,1,1,0.8,0.5,0.2,1.3,1,5.8
1,Mason McMurray / Ohio,9,0,5.9,0.6,1.6,0.357,0.4,0.6,0.8,0.1,1,0.111,0.2,0.2,1,0.3,0.7,1,0.6,0.1,0.1,0.4,1,1.4
0,Torey James / Ohio,14,0,4.8,0.3,1.6,0.182,0.1,0.5,0.286,0.1,1.1,0.133,0.1,0.2,0.333,0.1,0.5,0.6,0.4,0.1,0,0.3,0.6,0.8
1,Jarrell Reeves / Ohio,6,0,1.5,0.7,0.8,0.8,0.7,0.8,0.8,0,0,0,0,0.3,0,0.5,0.3,0.8,0,0,0.3,0,0.2,1.3
0,John Tenerowicz / Ohio,4,0,1.5,0,0.3,0,0,0,0,0,0.3,0,0.5,0.5,1,0,0.3,0.3,0.3,0,0,0,0,0.5
0,Chris McGraw / Ohio,4,0,1.5,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
0,Jaelan Sanford / Toledo,33,32,33.5,5.8,13.7,0.425,4.2,8.6,0.484,1.6,5.1,0.323,2.3,2.7,0.843,0.9,3.3,4.2,3.2,0.4,0.2,1.8,1.7,15.5
1,Nate Navigato / Toledo,33,32,33.3,4.5,9.3,0.479,1.9,3.7,0.508,2.6,5.6,0.459,1.2,1.4,0.848,0.7,2.8,3.5,2.5,0.6,0.6,0.9,1.2,12.7
0,Marreon Jackson / Toledo,32,31,29.2,4,9.3,0.428,2.1,4.1,0.515,1.9,5.2,0.359,1.9,2.5,0.772,0.7,3.3,3.9,4.2,1.4,0.1,2.6,2.1,11.7
1,Luke Knapke / Toledo,33,32,26,4.1,7.5,0.553,3.2,5,0.634,1,2.5,0.39,1.2,1.8,0.695,1.9,4.7,6.6,2,0.4,1.5,1.5,2.6,10.5
0,Chris Darrington / Toledo,33,2,15.9,2.8,6.8,0.404,1.4,3.2,0.438,1.4,3.6,0.375,2.5,3,0.84,0.2,1.5,1.7,1.1,0.7,0,1.2,2,9.4
1,Willie Jackson / Toledo,32,29,25.5,3.5,6.8,0.512,3.4,6.7,0.512,0.1,0.1,0.5,1.5,2.3,0.681,2.3,6.4,8.8,1.5,0.6,0.5,1.5,1.7,8.5
0,Spencer Littleson / Toledo,33,3,17.7,1.4,3.5,0.404,0.2,0.5,0.333,1.2,2.9,0.417,0.2,0.4,0.615,0.5,1.6,2.2,0.9,0.5,0.1,0.7,1.9,4.2
1,AJ Edu / Toledo,33,2,14.3,1.1,2.8,0.387,1,2.2,0.451,0.1,0.7,0.182,1.3,1.7,0.75,1,2.9,3.9,0.7,0.3,1.7,1.2,1.9,3.6
0,Dylan Alderson / Toledo,23,1,8.7,0.4,1.1,0.346,0.3,0.6,0.462,0.1,0.6,0.231,0.3,0.6,0.615,0.3,0.6,0.9,0.4,0.4,0,0.5,0.6,1.3
1,James Gordon IV / Toledo,5,0,3.2,0.8,1.4,0.571,0.8,1.4,0.571,0,0,0,0.4,0.4,1,0.2,0.6,0.8,0,0,0.2,0.2,0.6,2
1,Logan Hill / Toledo,14,1,1.9,0.1,0.2,0.667,0.1,0.2,0.667,0,0,0,0.1,0.1,0.5,0,0.3,0.3,0.1,0.1,0,0.1,0.1,0.4
0,Matt Schaffer / Toledo,6,0,1.5,0,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0.2,0.2,0.2,0,0,0.3,0.2,0
0,Blake Williams / Toledo,3,0,2.3,0,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0.3,0.3,0.3,0,0,0.3,0.3,0
0,Larry Austin / Central Michigan,35,35,34,6.7,13.5,0.497,6.6,13,0.507,0.1,0.5,0.263,3.9,7.1,0.548,2.2,4.1,6.3,6,2.2,0.1,3.5,2.7,17.5
0,Shawn Roundtree / Central Michigan,34,34,34.5,4.9,10.7,0.459,2.7,5.5,0.489,2.2,5.2,0.427,4.5,5.7,0.789,0.3,2.4,2.7,3.1,0.9,0.1,2.3,1.9,16.6
1,David DiLeo / Central Michigan,35,35,34.4,3.7,8.5,0.435,1.1,2.2,0.487,2.7,6.4,0.417,2,2.6,0.767,1.1,3.7,4.9,0.9,0.8,0.4,0.7,2.3,12.1
0,Kevin McKay / Central Michigan,35,35,31.4,4.3,8.3,0.515,4,7.3,0.549,0.3,1,0.278,2.5,3.3,0.75,3,4.5,7.5,1.3,1.6,0.9,1.9,2.8,11.3
1,Rob Montgomery / Central Michigan,32,31,28,4,9.1,0.44,3.3,6.9,0.482,0.7,2.2,0.304,2.2,3.6,0.595,1.6,4.1,5.7,0.8,0.8,0.9,1.3,3,10.8
0,Dallas Morgan / Central Michigan,35,5,17.3,2.7,6.9,0.388,0.9,1.9,0.441,1.8,5,0.368,0.9,1.2,0.738,0.4,1.8,2.2,0.7,0.6,0,0.9,1.7,8.1
0,Matt Beachler / Central Michigan,35,0,11.3,1.3,3.2,0.407,0.4,0.5,0.737,0.9,2.7,0.34,0.5,0.7,0.68,0.2,1.1,1.3,0.4,0.3,0.1,0.4,0.9,4
1,Romelo Burrell / Central Michigan,35,0,11,0.7,1.8,0.381,0.6,1.3,0.478,0.1,0.5,0.118,1.1,1.6,0.649,0.9,1.5,2.4,0.2,0.1,0.4,0.5,1.4,2.5
1,Innocent Nwoko / Central Michigan,20,0,5.3,0.6,1.1,0.524,0.6,1,0.55,0,0.1,0,0.3,0.7,0.462,0.5,0.9,1.4,0,0.2,0.4,0.3,0.8,1.4
0,Corey Redman / Central Michigan,5,0,4.6,0.4,2,0.2,0,0.2,0,0.4,1.8,0.222,0.4,0.4,1,0.8,0.4,1.2,0,0.4,0,0.4,1.2,1.6
0,Matty Smith / Central Michigan,4,0,6,0.8,1.3,0.6,0.8,1.3,0.6,0,0,0,0.3,0.5,0.5,0,0.5,0.5,1.3,0.5,0,0.8,0.3,1.8
1,Austin Ervin / Central Michigan,8,0,1.5,0.1,0.4,0.333,0.1,0.3,0.5,0,0.1,0,0.1,0.1,1,0.1,0.1,0.3,0,0.1,0,0,0.1,0.4
1,Michael Kemp / Central Michigan,6,0,0.8,0,0.3,0,0,0.2,0,0,0.2,0,0,0.3,0,0.2,0,0.2,0,0,0,0,0.2,0
0,Colton Webber-Mitchell / Central Michigan,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0
